Order ID,Category,Subcategory,Region,Sales
CA-2017-102519,Technology,Accessories,Central,143.73
CA-2015-111164,Technology,Accessories,East,85.14
CA-2014-132962,Technology,Accessories,East,252
US-2017-111745,Technology,Accessories,West,159.99
CA-2015-124891,Technology,Accessories,East,2309.65
US-2015-126214,Technology,Accessories,West,99.6
CA-2016-102981,Technology,Accessories,East,31.86
CA-2014-139192,Technology,Accessories,West,99.99
CA-2016-134348,Technology,Accessories,West,31.984
CA-2016-107216,Technology,Accessories,West,29.29
CA-2017-140585,Technology,Accessories,West,119.98
CA-2015-142755,Technology,Accessories,South,619.95
CA-2015-125416,Technology,Accessories,West,447.93
CA-2016-168081,Technology,Accessories,Central,258.696
CA-2016-130946,Technology,Accessories,Central,431.928
US-2017-118087,Technology,Accessories,East,95.88
US-2017-118087,Technology,Accessories,East,258.696
CA-2016-126004,Technology,Accessories,East,78.15
US-2016-168620,Technology,Accessories,South,255.68
CA-2016-119186,Technology,Accessories,Central,63.992
CA-2014-163293,Technology,Accessories,South,32.97
CA-2014-163293,Technology,Accessories,South,83.88
CA-2017-157651,Technology,Accessories,East,14.2
US-2017-155425,Technology,Accessories,West,239.952
CA-2017-136672,Technology,Accessories,East,49.08
CA-2016-124485,Technology,Accessories,East,88.4
US-2014-118486,Technology,Accessories,East,116.784
CA-2017-115994,Technology,Accessories,West,239.97
CA-2015-126697,Technology,Accessories,Central,151.2
CA-2015-139731,Technology,Accessories,Central,263.88
CA-2016-152289,Technology,Accessories,Central,159.984
CA-2014-151708,Technology,Accessories,West,95.976
CA-2015-100769,Technology,Accessories,South,255.968
US-2016-108098,Technology,Accessories,West,177
CA-2015-140410,Technology,Accessories,West,89.97
CA-2017-120761,Technology,Accessories,East,91.96
CA-2015-129112,Technology,Accessories,Central,21.48
US-2014-157385,Technology,Accessories,West,29.99
CA-2015-131338,Technology,Accessories,East,247.8
US-2016-113509,Technology,Accessories,East,83.976
CA-2017-108560,Technology,Accessories,West,50
CA-2015-157084,Technology,Accessories,West,1265.85
CA-2016-106530,Technology,Accessories,East,58.112
CA-2015-105221,Technology,Accessories,East,35.36
US-2017-132444,Technology,Accessories,West,132.52
CA-2016-128531,Technology,Accessories,Central,297.576
CA-2016-128531,Technology,Accessories,Central,94.992
CA-2016-107615,Technology,Accessories,West,58.58
US-2016-158708,Technology,Accessories,Central,13.616
CA-2015-156335,Technology,Accessories,East,63.96
US-2015-123218,Technology,Accessories,Central,255.968
CA-2016-106894,Technology,Accessories,South,100
CA-2015-130204,Technology,Accessories,West,17.9
CA-2015-130204,Technology,Accessories,West,129.45
CA-2017-152807,Technology,Accessories,East,442.4
CA-2014-139017,Technology,Accessories,Central,46.864
CA-2016-129686,Technology,Accessories,Central,62.4
CA-2016-124667,Technology,Accessories,East,59.97
CA-2017-166317,Technology,Accessories,Central,98.16
CA-2015-154326,Technology,Accessories,Central,139.95
CA-2017-158379,Technology,Accessories,East,79.984
US-2016-116729,Technology,Accessories,West,254.24
US-2017-113852,Technology,Accessories,West,90.57
CA-2015-160472,Technology,Accessories,Central,831.2
CA-2017-167094,Technology,Accessories,West,28.4
CA-2016-105963,Technology,Accessories,West,99.39
CA-2014-103366,Technology,Accessories,South,149.95
CA-2017-102834,Technology,Accessories,West,199.98
CA-2017-101245,Technology,Accessories,West,166.16
CA-2016-108581,Technology,Accessories,Central,95.968
CA-2017-157987,Technology,Accessories,East,238
CA-2017-157987,Technology,Accessories,East,167.97
CA-2017-110905,Technology,Accessories,Central,296.85
CA-2017-110905,Technology,Accessories,Central,112.8
CA-2017-117485,Technology,Accessories,Central,291.96
CA-2017-140242,Technology,Accessories,Central,408.744
CA-2014-148950,Technology,Accessories,Central,35.016
CA-2017-166128,Technology,Accessories,West,199.95
CA-2014-111150,Technology,Accessories,Central,47.53
CA-2015-155761,Technology,Accessories,Central,159.984
CA-2017-120376,Technology,Accessories,Central,199.95
CA-2017-120376,Technology,Accessories,Central,84.99
CA-2014-106439,Technology,Accessories,West,251.91
CA-2015-133452,Technology,Accessories,West,199.96
CA-2017-122504,Technology,Accessories,West,59.97
CA-2017-124401,Technology,Accessories,West,279.944
CA-2017-167101,Technology,Accessories,East,26
CA-2014-126032,Technology,Accessories,East,86.376
CA-2014-167360,Technology,Accessories,Central,111.79
CA-2016-154018,Technology,Accessories,Central,191.976
CA-2017-117870,Technology,Accessories,East,71.976
CA-2016-128818,Technology,Accessories,East,199.95
CA-2016-101378,Technology,Accessories,South,29
CA-2016-128412,Technology,Accessories,West,44.75
CA-2017-104066,Technology,Accessories,East,205.03
CA-2015-117611,Technology,Accessories,West,371.97
US-2015-137960,Technology,Accessories,East,166.24
CA-2016-131065,Technology,Accessories,South,499.98
CA-2014-104283,Technology,Accessories,South,223.96
CA-2015-113145,Technology,Accessories,East,1399.93
CA-2016-106558,Technology,Accessories,South,316
CA-2017-116225,Technology,Accessories,East,390.75
CA-2017-122035,Technology,Accessories,Central,389.97
CA-2017-165491,Technology,Accessories,West,265.93
US-2014-143231,Technology,Accessories,East,113.97
CA-2015-111514,Technology,Accessories,West,36.51
CA-2017-155152,Technology,Accessories,East,252
US-2015-127040,Technology,Accessories,East,1619.91
CA-2015-137897,Technology,Accessories,East,37.6
CA-2015-137897,Technology,Accessories,East,59.9
CA-2017-108574,Technology,Accessories,West,1115.91
CA-2017-168655,Technology,Accessories,West,595
CA-2017-159597,Technology,Accessories,West,99.99
US-2017-147669,Technology,Accessories,East,158.928
CA-2016-146934,Technology,Accessories,East,95.1
CA-2017-140949,Technology,Accessories,East,57.06
CA-2017-140949,Technology,Accessories,East,71.6
CA-2016-114972,Technology,Accessories,West,82.95
CA-2017-163902,Technology,Accessories,West,479.94
CA-2015-102722,Technology,Accessories,South,106.5
CA-2016-124506,Technology,Accessories,Central,95.968
CA-2015-124541,Technology,Accessories,Central,25.488
CA-2014-111500,Technology,Accessories,South,339.96
CA-2015-143238,Technology,Accessories,West,46.32
CA-2015-111458,Technology,Accessories,East,50
CA-2015-110632,Technology,Accessories,East,15.02
CA-2017-109589,Technology,Accessories,South,71
CA-2016-155845,Technology,Accessories,Central,1399.944
CA-2014-127446,Technology,Accessories,Central,24.672
US-2017-165344,Technology,Accessories,East,60.864
CA-2015-169740,Technology,Accessories,South,29.99
CA-2016-111794,Technology,Accessories,Central,79.512
CA-2017-127026,Technology,Accessories,Central,619.95
CA-2017-156818,Technology,Accessories,East,132.6
CA-2017-128475,Technology,Accessories,South,71.98
CA-2017-104801,Technology,Accessories,West,799.96
CA-2017-122707,Technology,Accessories,South,25.98
CA-2017-163321,Technology,Accessories,South,79.992
US-2015-165449,Technology,Accessories,Central,27.168
CA-2015-155306,Technology,Accessories,West,323.37
CA-2016-127775,Technology,Accessories,East,239.97
CA-2017-126536,Technology,Accessories,West,0.99
US-2015-122140,Technology,Accessories,Central,50.12
US-2015-122140,Technology,Accessories,Central,47.976
CA-2017-108322,Technology,Accessories,South,2.376
CA-2015-135685,Technology,Accessories,Central,999.96
CA-2017-112865,Technology,Accessories,East,36.048
CA-2017-138975,Technology,Accessories,South,67.8
CA-2016-152072,Technology,Accessories,East,254.97
CA-2017-134915,Technology,Accessories,West,41.6
CA-2016-139010,Technology,Accessories,West,12.99
CA-2014-138317,Technology,Accessories,East,95.968
US-2016-160528,Technology,Accessories,Central,666.4
US-2015-123960,Technology,Accessories,South,53.7
CA-2017-121419,Technology,Accessories,South,360
CA-2016-144554,Technology,Accessories,East,119.976
CA-2015-145184,Technology,Accessories,East,104.97
CA-2017-106859,Technology,Accessories,West,214.95
CA-2017-118773,Technology,Accessories,Central,127.984
CA-2014-136399,Technology,Accessories,West,395
CA-2017-164168,Technology,Accessories,Central,44.784
CA-2017-162572,Technology,Accessories,East,119.96
CA-2015-147830,Technology,Accessories,East,2025.36
CA-2015-139584,Technology,Accessories,East,26
US-2016-162677,Technology,Accessories,South,119.976
US-2017-132059,Technology,Accessories,West,47.984
CA-2017-152912,Technology,Accessories,East,826.62
CA-2014-158372,Technology,Accessories,West,10.99
CA-2016-108882,Technology,Accessories,West,349.95
CA-2014-114433,Technology,Accessories,West,149.97
US-2015-137008,Technology,Accessories,East,90
CA-2014-108189,Technology,Accessories,West,7.16
US-2017-140907,Technology,Accessories,West,49.08
CA-2014-140662,Technology,Accessories,West,99.98
CA-2014-115980,Technology,Accessories,Central,2.97
CA-2015-155145,Technology,Accessories,West,7.92
US-2014-117170,Technology,Accessories,South,47.984
CA-2015-157770,Technology,Accessories,West,248.85
CA-2015-157770,Technology,Accessories,West,36.24
CA-2014-104738,Technology,Accessories,Central,47.984
CA-2017-122595,Technology,Accessories,Central,227.976
CA-2016-147536,Technology,Accessories,East,89.97
CA-2016-139234,Technology,Accessories,Central,26.176
CA-2016-134887,Technology,Accessories,Central,1287.45
CA-2016-134803,Technology,Accessories,West,131.6
CA-2017-136448,Technology,Accessories,East,71.976
CA-2017-136448,Technology,Accessories,East,47.984
CA-2017-128699,Technology,Accessories,South,47.992
CA-2017-122644,Technology,Accessories,East,18.544
CA-2017-111815,Technology,Accessories,Central,99.98
CA-2016-144911,Technology,Accessories,Central,34.95
CA-2014-143385,Technology,Accessories,West,92.52
CA-2017-142034,Technology,Accessories,Central,72
CA-2017-142034,Technology,Accessories,Central,655.9
CA-2016-108616,Technology,Accessories,South,209.97
CA-2017-125115,Technology,Accessories,Central,95.736
CA-2016-168536,Technology,Accessories,South,66.3
CA-2016-137673,Technology,Accessories,West,116
CA-2017-148922,Technology,Accessories,South,599.97
CA-2015-141145,Technology,Accessories,South,87.168
CA-2017-152737,Technology,Accessories,West,439.8
CA-2017-168109,Technology,Accessories,West,59.98
CA-2017-168109,Technology,Accessories,West,1687.8
CA-2014-102869,Technology,Accessories,East,64.704
CA-2017-138310,Technology,Accessories,West,431.928
US-2016-131674,Technology,Accessories,Central,58.416
CA-2015-110093,Technology,Accessories,East,36.784
CA-2017-113530,Technology,Accessories,West,36.32
CA-2016-145177,Technology,Accessories,East,178.92
CA-2017-109960,Technology,Accessories,Central,104.88
CA-2017-158036,Technology,Accessories,East,9.096
US-2017-129777,Technology,Accessories,East,258.9
CA-2014-129364,Technology,Accessories,West,103.92
CA-2017-160416,Technology,Accessories,East,163.96
CA-2014-120544,Technology,Accessories,Central,5.544
CA-2017-166198,Technology,Accessories,West,11.54
CA-2016-142370,Technology,Accessories,South,249.95
CA-2016-133340,Technology,Accessories,Central,59.98
CA-2014-115357,Technology,Accessories,South,62.91
US-2014-102715,Technology,Accessories,South,383.976
US-2014-102715,Technology,Accessories,South,335.944
CA-2017-125752,Technology,Accessories,South,41.424
CA-2016-156503,Technology,Accessories,South,22.704
CA-2014-126760,Technology,Accessories,West,170.97
CA-2017-161053,Technology,Accessories,South,34.95
CA-2014-140816,Technology,Accessories,West,447.944
CA-2014-124709,Technology,Accessories,West,238
CA-2017-146360,Technology,Accessories,Central,155.34
CA-2015-132486,Technology,Accessories,West,148.32
US-2016-163881,Technology,Accessories,West,659.9
US-2016-163881,Technology,Accessories,West,559.92
US-2016-144547,Technology,Accessories,Central,279.944
CA-2017-110212,Technology,Accessories,South,48.9
CA-2017-157980,Technology,Accessories,East,127.984
CA-2015-151043,Technology,Accessories,East,47.984
CA-2016-132094,Technology,Accessories,East,47.984
CA-2014-116834,Technology,Accessories,West,345
US-2015-168732,Technology,Accessories,South,101.94
CA-2015-165624,Technology,Accessories,South,251.91
CA-2016-169957,Technology,Accessories,West,100
US-2016-108777,Technology,Accessories,East,383.952
US-2015-166520,Technology,Accessories,East,599.9
CA-2016-129196,Technology,Accessories,Central,68.112
US-2016-122182,Technology,Accessories,East,39.992
CA-2015-102491,Technology,Accessories,South,79.96
CA-2017-117394,Technology,Accessories,East,19.04
CA-2017-106068,Technology,Accessories,Central,55.2
CA-2015-101091,Technology,Accessories,East,47.984
US-2017-106131,Technology,Accessories,West,169.064
US-2017-136868,Technology,Accessories,East,319.96
CA-2016-111493,Technology,Accessories,East,98.16
CA-2014-138436,Technology,Accessories,West,66.3
CA-2017-158344,Technology,Accessories,Central,63.96
US-2016-131611,Technology,Accessories,Central,171.96
US-2015-147662,Technology,Accessories,East,71.976
CA-2017-107909,Technology,Accessories,West,19.99
CA-2015-112375,Technology,Accessories,South,50.88
CA-2015-125234,Technology,Accessories,West,107.97
CA-2017-105410,Technology,Accessories,West,99.54
CA-2017-105410,Technology,Accessories,West,199.96
US-2017-100482,Technology,Accessories,East,27.12
US-2017-169320,Technology,Accessories,Central,159.75
CA-2015-164336,Technology,Accessories,East,34.8
US-2016-111290,Technology,Accessories,Central,109.95
US-2017-125717,Technology,Accessories,West,54.384
CA-2017-121300,Technology,Accessories,East,239.976
US-2014-138247,Technology,Accessories,West,62.85
CA-2014-109491,Technology,Accessories,Central,62.31
CA-2017-152856,Technology,Accessories,East,116.832
CA-2015-164427,Technology,Accessories,South,239.7
US-2015-113327,Technology,Accessories,South,167.944
CA-2015-159863,Technology,Accessories,Central,134.376
CA-2015-112130,Technology,Accessories,East,27.552
CA-2016-116547,Technology,Accessories,West,69.98
CA-2014-114510,Technology,Accessories,West,82.8
CA-2014-138681,Technology,Accessories,West,71.976
CA-2017-138149,Technology,Accessories,West,62.31
CA-2016-124681,Technology,Accessories,Central,15.576
US-2015-103996,Technology,Accessories,West,53.25
CA-2015-155054,Technology,Accessories,East,67.98
US-2015-167220,Technology,Accessories,Central,22.368
CA-2015-123155,Technology,Accessories,Central,113.52
CA-2015-104346,Technology,Accessories,West,58.08
CA-2015-140025,Technology,Accessories,Central,383.952
CA-2014-132864,Technology,Accessories,East,119.8
CA-2017-143567,Technology,Accessories,South,2249.91
CA-2016-163167,Technology,Accessories,South,101.7
CA-2015-122406,Technology,Accessories,East,199.98
CA-2015-142202,Technology,Accessories,South,717.12
US-2016-131114,Technology,Accessories,Central,19.04
CA-2017-159688,Technology,Accessories,West,79.99
CA-2014-156006,Technology,Accessories,South,47.79
CA-2014-127558,Technology,Accessories,West,772.47
CA-2016-133795,Technology,Accessories,West,72.64
CA-2016-133795,Technology,Accessories,West,772.47
CA-2014-151792,Technology,Accessories,Central,239.976
CA-2014-169803,Technology,Accessories,West,33.9
CA-2017-141719,Technology,Accessories,Central,239.96
US-2014-104759,Technology,Accessories,Central,79.984
CA-2015-141243,Technology,Accessories,Central,398.4
CA-2017-142090,Technology,Accessories,South,383.976
CA-2016-155138,Technology,Accessories,South,35.168
CA-2015-109001,Technology,Accessories,East,10.312
CA-2015-167374,Technology,Accessories,East,16.776
CA-2015-147102,Technology,Accessories,South,66.36
CA-2014-149538,Technology,Accessories,South,99.98
CA-2015-154886,Technology,Accessories,West,119.9
CA-2015-115567,Technology,Accessories,Central,199.96
US-2017-136679,Technology,Accessories,Central,167.952
CA-2016-103982,Technology,Accessories,Central,41.72
CA-2014-166744,Technology,Accessories,East,59.98
US-2017-110989,Technology,Accessories,West,43.5
US-2016-169369,Technology,Accessories,South,249.95
CA-2014-105165,Technology,Accessories,Central,46.688
CA-2017-147333,Technology,Accessories,South,159.8
CA-2017-147333,Technology,Accessories,South,44.75
US-2017-104094,Technology,Accessories,Central,13.48
CA-2016-113831,Technology,Accessories,South,1979.7
CA-2015-146486,Technology,Accessories,East,13.98
CA-2015-146486,Technology,Accessories,East,899.95
CA-2015-112053,Technology,Accessories,East,31.95
CA-2014-150490,Technology,Accessories,West,16.36
CA-2017-134152,Technology,Accessories,West,98.16
CA-2017-164707,Technology,Accessories,West,109.53
CA-2017-132262,Technology,Accessories,West,71.98
CA-2017-132262,Technology,Accessories,West,79.98
US-2016-143280,Technology,Accessories,West,36.24
CA-2017-166856,Technology,Accessories,West,101.34
US-2016-151827,Technology,Accessories,East,31.984
CA-2016-153598,Technology,Accessories,West,1649.95
CA-2015-160171,Technology,Accessories,West,270
CA-2015-148712,Technology,Accessories,East,99.6
US-2016-127425,Technology,Accessories,East,249.95
US-2014-119081,Technology,Accessories,Central,57.4
CA-2017-105487,Technology,Accessories,West,36
CA-2017-105487,Technology,Accessories,West,239.96
CA-2017-117821,Technology,Accessories,East,63.92
CA-2017-164378,Technology,Accessories,East,41.9
US-2016-138408,Technology,Accessories,South,1319.96
CA-2017-117667,Technology,Accessories,East,255.968
US-2016-167472,Technology,Accessories,South,179.94
US-2016-167472,Technology,Accessories,South,26.85
US-2016-167472,Technology,Accessories,South,323.37
CA-2014-159800,Technology,Accessories,West,139.93
US-2014-159618,Technology,Accessories,Central,79.512
CA-2014-108903,Technology,Accessories,East,142.488
CA-2017-117198,Technology,Accessories,South,659.9
CA-2015-145828,Technology,Accessories,East,53.04
CA-2017-121027,Technology,Accessories,West,843.9
CA-2017-121027,Technology,Accessories,West,1496.16
US-2016-124163,Technology,Accessories,Central,499.95
CA-2016-121748,Technology,Accessories,West,100
CA-2016-121748,Technology,Accessories,West,359.98
CA-2014-127614,Technology,Accessories,South,234.45
CA-2017-123022,Technology,Accessories,West,284.97
CA-2016-145261,Technology,Accessories,West,112.776
CA-2016-142405,Technology,Accessories,West,389.97
CA-2014-135993,Technology,Accessories,West,27.6
CA-2016-125661,Technology,Accessories,East,139.96
US-2014-123519,Technology,Accessories,East,263.96
CA-2015-124107,Technology,Accessories,Central,619.95
CA-2015-138674,Technology,Accessories,West,91.176
CA-2015-138674,Technology,Accessories,West,159.968
CA-2015-103933,Technology,Accessories,East,899.91
CA-2017-117324,Technology,Accessories,Central,178.11
CA-2016-113733,Technology,Accessories,South,68.112
CA-2016-113733,Technology,Accessories,South,16.56
CA-2017-126396,Technology,Accessories,Central,85.2
US-2015-106495,Technology,Accessories,South,11.672
CA-2015-111206,Technology,Accessories,West,519.96
CA-2015-101868,Technology,Accessories,South,72.6
US-2014-109456,Technology,Accessories,West,179.97
CA-2016-146157,Technology,Accessories,Central,81.576
US-2017-153948,Technology,Accessories,West,16.95
US-2015-126977,Technology,Accessories,East,659.9
CA-2017-150420,Technology,Accessories,West,1099.5
US-2017-169551,Technology,Accessories,East,16.776
US-2017-169551,Technology,Accessories,East,527.92
CA-2017-112431,Technology,Accessories,West,435.84
CA-2014-104178,Technology,Accessories,West,95.1
CA-2017-161046,Technology,Accessories,South,299.97
US-2016-156692,Technology,Accessories,South,71.98
US-2017-128832,Technology,Accessories,East,69.98
CA-2014-138072,Technology,Accessories,East,27.968
CA-2016-151561,Technology,Accessories,East,468.9
CA-2016-151561,Technology,Accessories,East,72.48
US-2016-132577,Technology,Accessories,Central,24.032
CA-2017-100111,Technology,Accessories,East,212.8
CA-2017-100111,Technology,Accessories,East,72.64
CA-2017-100111,Technology,Accessories,East,59.97
CA-2014-120852,Technology,Accessories,Central,65.44
CA-2017-145772,Technology,Accessories,West,44.75
CA-2017-162033,Technology,Accessories,South,53.25
CA-2015-105613,Technology,Accessories,Central,27.696
CA-2016-104150,Technology,Accessories,Central,167.28
CA-2014-103989,Technology,Accessories,South,170.24
US-2014-106299,Technology,Accessories,Central,21.2
CA-2015-146675,Technology,Accessories,Central,43.56
CA-2016-148208,Technology,Accessories,East,55.176
CA-2015-112305,Technology,Accessories,West,13.98
CA-2017-149706,Technology,Accessories,Central,116.312
US-2016-139087,Technology,Accessories,West,428.4
CA-2015-146255,Technology,Accessories,East,119.85
CA-2017-143035,Technology,Accessories,East,371.97
CA-2017-150623,Technology,Accessories,East,99.99
US-2017-104661,Technology,Accessories,Central,47.984
US-2017-104661,Technology,Accessories,Central,62.592
CA-2017-151211,Technology,Accessories,South,98.16
CA-2014-159121,Technology,Accessories,West,111.93
US-2017-133361,Technology,Accessories,East,89.97
CA-2017-153080,Technology,Accessories,West,68.46
CA-2015-108532,Technology,Accessories,Central,114.52
CA-2017-140872,Technology,Accessories,South,205.992
CA-2017-140872,Technology,Accessories,South,110.4
CA-2017-111262,Technology,Accessories,Central,24
CA-2017-111262,Technology,Accessories,Central,26.176
CA-2015-103135,Technology,Accessories,South,279.86
US-2017-107384,Technology,Accessories,Central,142.8
US-2017-107384,Technology,Accessories,Central,399.95
CA-2014-137092,Technology,Accessories,Central,319.968
CA-2014-100678,Technology,Accessories,Central,227.976
CA-2017-123085,Technology,Accessories,West,1049.44
CA-2016-148516,Technology,Accessories,West,179.97
CA-2016-166275,Technology,Accessories,West,199.99
CA-2017-128328,Technology,Accessories,Central,79.78
CA-2017-135937,Technology,Accessories,West,31.992
CA-2017-122175,Technology,Accessories,East,87.4
CA-2015-109337,Technology,Accessories,Central,393.54
CA-2017-140494,Technology,Accessories,West,111.96
US-2016-163538,Technology,Accessories,Central,47.97
CA-2017-107629,Technology,Accessories,Central,39.264
CA-2017-102974,Technology,Accessories,West,149.95
CA-2017-111269,Technology,Accessories,East,479.952
US-2017-166037,Technology,Accessories,East,449.91
CA-2016-109827,Technology,Accessories,West,45.12
CA-2016-109827,Technology,Accessories,West,100.8
CA-2014-152233,Technology,Accessories,West,99.98
CA-2016-142615,Technology,Accessories,West,27.88
CA-2016-123946,Technology,Accessories,South,20.7
CA-2017-128965,Technology,Accessories,West,274.89
US-2016-126452,Technology,Accessories,West,254.97
CA-2014-124394,Technology,Accessories,Central,119.976
CA-2017-123036,Technology,Accessories,East,37.056
CA-2015-140557,Technology,Accessories,East,559.93
US-2017-128398,Technology,Accessories,West,159.56
CA-2017-137365,Technology,Accessories,Central,95.976
CA-2016-125094,Technology,Accessories,West,479.72
CA-2016-157161,Technology,Accessories,South,75.98
CA-2017-153822,Technology,Accessories,West,89.584
CA-2014-114790,Technology,Accessories,South,32.96
CA-2016-145548,Technology,Accessories,East,36
CA-2014-150581,Technology,Accessories,West,399.96
CA-2016-165330,Technology,Accessories,West,119.96
CA-2016-106950,Technology,Accessories,South,1012.68
US-2015-153374,Technology,Accessories,Central,479.952
CA-2017-128944,Technology,Accessories,East,122.328
CA-2016-166282,Technology,Accessories,South,35.168
CA-2017-128783,Technology,Accessories,Central,113.52
CA-2017-125381,Technology,Accessories,West,107.97
US-2017-141677,Technology,Accessories,Central,143.96
CA-2016-138667,Technology,Accessories,East,40
CA-2015-150770,Technology,Accessories,West,339.96
CA-2017-113075,Technology,Accessories,Central,40.68
CA-2017-127397,Technology,Accessories,East,1319.8
CA-2015-158491,Technology,Accessories,West,119.98
CA-2015-158491,Technology,Accessories,West,989.97
CA-2014-120670,Technology,Accessories,South,799.92
CA-2016-157217,Technology,Accessories,West,389.97
CA-2016-108224,Technology,Accessories,West,185.528
CA-2017-151183,Technology,Accessories,West,46.36
CA-2016-149965,Technology,Accessories,Central,6.9
CA-2016-144092,Technology,Accessories,West,72
CA-2017-167626,Technology,Accessories,Central,100.8
CA-2015-113152,Technology,Accessories,East,843.9
CA-2017-141138,Technology,Accessories,West,111.79
CA-2014-124807,Technology,Accessories,Central,23.84
CA-2014-103058,Technology,Accessories,East,99.98
CA-2017-121125,Technology,Accessories,West,35.36
US-2016-114013,Technology,Accessories,East,379.96
CA-2015-138485,Technology,Accessories,West,538.92
US-2015-134558,Technology,Accessories,East,2249.91
CA-2017-121048,Technology,Accessories,West,140.97
US-2017-167920,Technology,Accessories,South,146.45
CA-2017-157672,Technology,Accessories,West,63.824
CA-2017-140802,Technology,Accessories,Central,47.976
CA-2015-129532,Technology,Accessories,West,236
CA-2014-134726,Technology,Accessories,West,41.94
CA-2014-131947,Technology,Accessories,West,55.92
US-2015-159499,Technology,Accessories,West,23.344
US-2016-157490,Technology,Accessories,West,67.96
CA-2017-110821,Technology,Accessories,Central,119.448
CA-2015-130974,Technology,Accessories,East,259.98
CA-2014-142951,Technology,Accessories,South,23.472
CA-2014-133592,Technology,Accessories,East,1687.8
CA-2016-169838,Technology,Accessories,Central,160
CA-2016-114601,Technology,Accessories,Central,479.97
CA-2014-139542,Technology,Accessories,East,40.776
US-2017-101518,Technology,Accessories,East,40.776
US-2017-146213,Technology,Accessories,West,159.96
US-2016-109260,Technology,Accessories,South,431.976
CA-2014-154781,Technology,Accessories,West,94.99
CA-2015-109113,Technology,Accessories,Central,25.488
CA-2017-100902,Technology,Accessories,South,431.16
